index,Hours,Lat,Long,UserID
667,10:01:00,34.27502,108.8949,30
668,10:01:00,34.51669,69.18326,24
669,10:01:00,35.09505,129.01,77
670,10:01:00,35.15499,136.9149,33
671,10:01:00,35.67194,51.42434,223
672,10:01:00,37.56634,126.9997,20
673,10:01:00,37.87501,112.545,31
674,10:01:00,39.01943,125.7546,4
675,10:01:00,39.13002,117.2,12
676,10:01:00,39.92889,116.3882,115
677,10:01:00,41.80497,123.4499,6
678,10:01:00,43.865,125.3399,7
679,10:01:00,59.93901,30.31602,60
680,11:01:00,-33.92,18.43498,47
681,11:01:00,-29.865,30.98001,149
682,11:01:00,-8.83828,13.23442,75
683,11:01:00,-6.80001,39.26834,395
684,11:01:00,-4.32972,15.31497,48
685,11:01:00,-1.28334,36.81665,210
686,11:01:00,1.293033,103.8558,165
687,11:01:00,5.319996,-4.04004,146
688,11:01:00,9.03331,38.7,16
689,11:01:00,10.78002,106.695,98
690,11:01:00,11.99997,8.520037,115
691,11:01:00,12.96999,77.56,417
692,11:01:00,13.08998,80.27999,278
693,11:01:00,13.74999,100.5166,102
694,11:01:00,15.58807,32.53417,375
695,11:01:00,16.78335,96.16667,40
696,11:01:00,17.39998,78.47995,183
697,11:01:00,18.53001,73.85,364
698,11:01:00,19.01699,72.85698,192
699,11:01:00,20.67001,-103.33,120
700,11:01:00,21.03332,105.85,41
701,11:01:00,21.19998,72.84003,90
